ids,mols,y
44246453.0,CC1=CC=C(S(=O)(=O)N2CCN(C3=C4C=CC=CC4=NC(C4=NC=CC=N4)=N3)CC2)C=C1,1
44246454.0,CC(=O)C1=C(S(=O)(=O)N2CCN(C3=NC(C4=CC=CS4)=NC4=CC=CC=C43)CC2)C=CC=C1,1
44246455.0,CCOC(=O)C1=CC=CC=C1S(=O)(=O)N1CCN(C2=NC(C3=CC=CS3)=NC3=CC=CC=C32)CC1,1
9460093.0,CC1=CC=C(S(=O)(=O)N2CCN(C3=C4C=CC=CC4=NC=N3)CC2)C=C1,0
45136823.0,CC1=CC=C(S(=O)(=O)N2CCN(C3=NC(C4=CC=C(CN5CCNCC5)S4)=NC4=CC=CC=C43)CC2)C=C1,1
26451399.0,O=S(=O)(C1=CC=CC=C1F)N1CCN(C2=C3C=CC=CC3=NC(C3=CC=CS3)=N2)CC1,1
53315411.0,COC1=CC=C(CCN2C(=S)NC(=O)C3=C2N=CC=C3)C=C1OC,1
53315457.0,COC1=C(N(C)C2=NC(N3CCN(S(=O)(=O)C4=CC=C(C)C=C4)CC3)=C3C=CC=CC3=N2)C=C(Cl)C=C1,1
53315461.0,CC1=CC=C(S(=O)(=O)N2CCN(C3=NC(N4C(=O)NC5=CC=CC=C54)=NC4=CC=CC=C43)CC2)C=C1,1
53315587.0,CC1=CC=C(S(=O)(=O)N2CCN(C3=NC(N4C=CN=N4)=NC4=CC=CC=C43)CC2)C=C1,1
53299579.0,COC1=CC=C(CCNC(=O)C2=C(N)N=C3C=CC(Cl)=CC3=C2)C=C1OC,1
53299581.0,NC1=NC2=CC=CC=C2C=C1C(=O)NCC1=CC=C(Cl)C=C1Cl,1
53299582.0,NC1=NC2=CC=C(Cl)C=C2C=C1C(=O)NCC1=CC=C(OC2=CC=CC=C2)C=C1,1
53299585.0,NC1=C(C(=O)NCCC2=CC=CS2)C=C2C=CC=NC2=N1,1
53299588.0,COC1=CC2=CC(C(=O)NCCC3=CNC4=C3C=CC=C4)=C(N)N=C2C=C1OC,1
53299589.0,COC1=CC2=CC(C(=O)NC(C)C3=C4C=CC=CC4=CC=C3)=C(N)N=C2C=C1OC,1
53299590.0,NC1=C(C(=O)NCCCCC2=CC=CC=C2)C=C2C=CC=CC2=N1,0
53299591.0,NC1=NC2=CC3=C(C=C2C=C1C(=O)NCC1=CC=C(F)C=C1)OCO3,1
53299592.0,NC1=C(C(=O)NCCCC2=CC=CC=C2)C=C2C=CC(Cl)=CC2=N1,1
53299593.0,COC1=CC=C(CCNC(=O)C2=C(N)N=C3C=C(Cl)C=CC3=C2)C=C1,1
53299882.0,COC1=CC=C(C(=O)C2=C(C3=CC=C(Br)C=C3)C(C(=O)NCCC3=CNC4=CC=CC=C34)=C(N)N2)C=C1,1
53299883.0,NC1=C(C(=O)NCCC2=CNC3=C2C=CC=C3)C(C2=CC=C([N+](=O)[O-])C=C2)=C(C(=O)C2=CC=CC=C2)N1,1
53299911.0,NC1=C(C(=O)NCCC2=CNC3=CC=CC=C23)C(C2=CC=C(Br)C=C2)=C(C(=O)C2=CC=C(Br)C=C2)N1,0
53299915.0,COC1=CC=C(C(=O)C2=C(C3=CC=C(C(F)(F)F)C=C3)C(C(=O)NCCC3=CNC4=CC=CC=C34)=C(N)N2)C=C1,0
53299919.0,CC(C)(C)C(=O)C1=C(N)NC(C(=O)C2=CC=CC=C2)=C1C1=CC=C(Br)C=C1,1
53299920.0,COC1=CC=C(C(=O)C2=C(C3=CC=C(Cl)C(F)=C3)C(C(=O)NCCC3=CNC4=CC=CC=C34)=C(N)N2)C=C1,1
53299923.0,NC1=C(C(=O)NCC2=CC=C(C3=CC=CC=C3)C=C2)C(C2=CC=CC=C2Br)=C(C(=O)C2=CC=CC=C2)N1,1
53299924.0,NC1=C(C(=O)NCCC2=CNC3=CC=CC=C23)C(C2=CC=CC=C2Br)=C(C(=O)C2=CC=CC=C2)N1,0
53299925.0,CC(C)(C)C(=O)C1=C(N)NC(C(=O)C2=CC=CC=C2)=C1C1=CC=CC=C1Br,1
53299929.0,NC1=C(C(=O)C2=CC=CS2)C(C2=CC=CC=C2C(F)(F)F)=C(C(=O)C2=CC=CC=C2)N1,1
53299930.0,COC(=O)C1=C(N)NC(C(=O)C2=CC=CC=C2)=C1C1=CC=CC=C1Br,1
53299933.0,COC1=CC=C(C(=O)C2=C(C3=C(F)C=CC=C3Cl)C(C(=O)NCCC3=CNC4=CC=CC=C34)=C(N)N2)C=C1,0
53299934.0,NC1=C(C(=O)NCCC2=CNC3=C2C=CC=C3)C(C2=CC=C(F)C=C2)=C(C(=O)C2=CC=CC=C2)N1,1
53299935.0,COC1=CC=C(C(=O)C2=C(C3=CC=C(OC)C(OC)=C3)C(C(=O)NCCC3=CNC4=CC=CC=C34)=C(N)N2)C=C1,0
53299937.0,NC(=O)C1=C(N)NC(C(=O)C2=CC=CC=C2)=C1C1=C(Br)C=CC=C1,1
53301722.0,COC1=CC=C(C2=C(C(=O)C3=CC=C(Br)C=C3)NC(N)=C2C(=O)C2=CC=CC=C2)C=C1OC,0
53301725.0,CC(C)(C)C(=O)C1=C(N)NC(C(=O)C2=CC=CC=C2)=C1C1=C(F)C=CC=C1F,1
53301734.0,NC1=C(C(=O)NCCC2=CNC3=C2C=CC=C3)C(C2=CC=C(Br)C=C2)=C(C(=O)C2=CC=CC=C2)N1,1
53301736.0,NC1=C(C(=O)NCC2=CC=CC=C2)C(C2=CC=CC3=CC=CC=C32)=C(C(=O)C2=CC=CC=C2)N1,1
53301744.0,CC(C)(C)C(=O)C1=C(N)NC(C(=O)C2=CC=CC=C2)=C1C1=CC=C(C(F)(F)F)C=C1,1
53382846.0,NC1=NC2=CC=C(Cl)C=C2C=C1C(=O)NCCC1=CC=C(O)C=C1,0
53382848.0,NC1=NC2=CC=CC=C2C=C1C(=O)NCC1=CC=CS1,0
53382850.0,NC1=NC2=CC=CC=C2C=C1C(=O)NCC1=CC=C(C2=CC=CC=C2)C=C1,0
53383630.0,COC1=C(OC)C=C(CCNC(=O)C2=C(N)SC([C@@H](NC(=O)OC(C)(C)C)C(C)C)=C2)C=C1,1
53383631.0,CC(C)[C@H](NC(=O)OC(C)(C)C)C1=CC(C(=O)NCCC2=CNC3=C2C=CC=C3)=C(N)S1,1
53383638.0,CCCCNC(=O)C1=C(N)SC(C2=CC=CC=C2)=C1,1
674370.0,NC1=C(C(=O)NCCC2=CC=CC=C2)C2=C(CCCC2)S1,1
53383642.0,NC1=C(C(=O)N2CCN(C3=CC=CC=C3)CC2)C=CS1,1
4470337.0,NC1=C(C(=O)NCC2=CC=CC=C2)C=CS1,0
53383647.0,NC1=C(C(=O)NCCC2=CNC3=CC=CC=C23)C=C(C2=CC=CC=C2)S1,1
53383652.0,NC1=C(C(=O)NC2CCCCC2)C=C(CC2=CC=CC=C2)S1,0
53383653.0,CC(C)[C@@H](NC(=O)OC(C)(C)C)C1=CC(C(=O)C2=C(C3=CC=CC=C3)NC3=C2C=CC=C3)=C(N)S1,1
53383655.0,CC1=C(C(=O)C2=C(N)SC(CC3=CC=CC=C3)=C2)C2=C(C=CC=C2)N1,1
53383656.0,NC1=C(C(=O)C2=C(C3=CC=CC=C3)NC3=CC=CC=C32)C=C(CC2=CC=CC=C2)S1,0
53383660.0,NC1=C(C(=O)NCCC2=CC=C(Cl)C=C2)C=C(C2=CC=CC=C2)S1,1
44820559.0,NCCCN(CC1=CC(Cl)=C(Cl)C=C1)C1=CC=C(Br)C=N1,0
44820549.0,NCCCN(CC1=CC=C(Cl)C(Cl)=C1)C1=CC=CC=N1,0
44820566.0,NCCCN(CC1=CC=C(Cl)C=C1)C1=NC=C(Br)C=C1,0
10785663.0,NCCN(CC1=CC(Cl)=C(Cl)C=C1)C1=CC=C(Br)C=N1,1
44820555.0,COC1=CC=C(CN(CCCN)C2=NC=C(Br)C=C2)C=C1,0
44820568.0,O=C(NCCCC1=CN=CN1)NCCCN(CC1=CC=C(Cl)C=C1)C1=CC=C(Br)C=N1,1
44820552.0,S=C(NCCCC1=CN=CN1)NCCCN(CC1=CC=C(Cl)C=C1)C1=NC=C(Br)C=N1,0
44820543.0,S=C(NCCCC1=CN=CN1)NCCCN(CCC1=CC=CC=C1)C1=NC=C(Br)C=C1,0
348130.0,COC1=CC(O)=C2C(=O)CC(C3=CC=C(O)C=C3)OC2=C1,0
16196968.0,CC1=CC(O)=C(OC2=C(O)C(O)=CC(C)=C2)C(O)=C1,1
4485701.0,COC1=CC(C2OC(C3=CC(OC)=C(OC)C(OC)=C3)C(C)C2C)=CC(OC)=C1OC,1
160115.0,CC1CC(=O)C2=C(O)C3=C(C=C2O1)C(C1=C(O)C=C(O)C2=C(O)C4=C(C=C12)OC(C)CC4=O)=C(O)C=C3O,1
361510.0,O=C(O)C1=CC(O)=C2C(=O)C3=C(C=C(O)C=C3O)C(=O)C2=C1,1
16196971.0,CC1=CC=C(C(O)(COC(=O)C(C)C)COC(=O)C(C)C)C(O)=C1,0
641785.0,COC1=C(C(=O)/C=C/C2=CC=CC=C2)C(O)=CC(O)=C1,1
16196974.0,CC(C)=CCC1=C2OC(C3=CC(O)=C(O)C=C3)CC(=O)C2=CC=C1O,0
14583237.0,CCC(C)/C=C/C1=CC2=C(Cl)C(=O)C3(C)OC(=O)C(C(=O)C(C)C(C)O)C3C2=CO1,1
10958572.0,COC1=C2C(=O)C=C(C3=CC=CC=C3)OC2=C2C=CC(C)(C)OC2=C1,1
6438437.0,C/C1=C\[C@@H](C)C/C=C/[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](CC4=CNC5=CC=CC=C45)NC(=O)[C@@]23C(=O)/C=C/C(=O)[C@@H]1O,0
14286542.0,CC1=CC2/C=C(\C)CCC(O)C(O)/C=C/C(=O)C23C(=O)NC(CC(C)C)C3C1C,0
136417.0,COC1=CC=C(C2=C(OC)C(=O)C3=C(O)C(OC)=C(OC)C(OC)=C3O2)C=C1OC,1
3951.0,CC(C)=CCC1=C(O)C(CC=C(C)C)=C2OC(C3=CC=C(O)C=C3)CC(=O)C2=C1O,1
375148.0,CC(C)=CCCC1(C)C=CC2=C(C=CC3=C2NC2=C3C=C(C)C(O)=C2)O1,1
4728.0,C=C(C)C1(O)OC(=O)C=C1OC,1
9842429.0,COC1=C(C(O)CC(C)C)C=CC2=C1C(=O)OCC1=C(O2)C(O)=CC(C)=C1,1
9799192.0,C[C@@H]1C[C@@H]2O[C@H]2/C=C\C=C\C(=O)CC2=C(C(=O)O1)C(O)=CC(O)=C2Cl,0
164754.0,CC(C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C,0
5280681.0,COC1=C(C2=CC(O)=C(O)C=C2)OC2=CC(O)=CC(O)=C2C1=O,1
14155779.0,CC(=O)CCC1C2C(O)C(C(C)C)C(OC(=O)/C=C/C3=CC=CC=C3)CC12C,1
6918469.0,COC1=CC(O)=C(C(=O)O)C(C2=CC(O)=C(O)C=C2C)=C1,1
5467549.0,C=CC(C)(C)C1=C(/C=C2\NC(=O)C(C(C)C)NC2=O)N=CN1,1
11296670.0,CC(C)C[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@H](C)NC(=O)C2=CC=CC=C2NC(=O)[C@H](CC2=CC=C(O)C=C2)N(C)C1=O,1
16681745.0,CC(=O)OC(C1=NC2=CC=CC=C2C(=O)N1C1CC2(OC1=O)C1=CC=CC=C1N1C(=O)C(C)(C)N(O)C12)C(C)C,1
14376449.0,CC(C)=CC(O)C/C(C)=C/COC1=CC2=C(C=CC(=O)O2)C=C1,1
99938.0,COC1=C(O)C=CC(CC2COC(=O)C2(O)CC2=CC(OC)=C(O)C=C2)=C1,1
10298511.0,CC(C)=CCC1=C(O)C2=C(C=C1O)OC1=C(CC=C(C)C)C(O)=C(O)C(CC=C(C)C)=C1C2=O,1
114429.0,CC1=C(O)C2=C(C=C1O)OC(C1=CC=CC=C1)CC2=O,1
10935870.0,C[C@@H]1CC[C@H](O)/C=C/C(=O)O[C@H](C)CC[C@H](O)/C=C/C(=O)O1,0
356768.0,COC1=C(O)C=C2C=CC3=CC(OC)=C(OC)C(O)=C3C2=C1,0
3519901.0,CC(C)=CCC1=C(O)C=C2OC(C3=CC=C(O)C=C3)CC(=O)C2=C1O,1
131673.0,COC1=C(C(CC(C)C)OC(C)=O)C=CC2=C1C(=O)OCC1=C(O2)C(O)=CC(C)=C1,1
10450920.0,COC1=C(C(=O)CCC2=CC=C(O)C=C2)C(O)=C(CC=C(C)C)C(O)=C1,0
5281695.0,COC1=CC=C(C2=C(OC)C(=O)C3=C(O)C(OC)=C(O)C=C3O2)C=C1,0
375151.0,CC(C)=CCCC1(C)C=CC2=C(O1)C(C)=CC1=C2NC2=C1C=CC(O)=C2,0
795855.0,O=C(/C=C/C1=CC=CC=C1)NCCC1=CC=CC=C1,1
188323.0,COC1=C(OC)C(O)=C2C(=O)C=C(C3=CC=C(O)C=C3)OC2=C1,1
16745397.0,CC1=C(CO)C(=O)OC([C@@H](C)C2CC[C@H]3C4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)C4CC[C@]23C)C1,1
14314897.0,CC1CCC/C=C/C(=O)C2=C(C=C(O)C=C2O)CC(=O)O1,1
16745399.0,O=C1C(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)=C(C2=CC(O)=C(O)C=C2)OC2=CC(O)=CC(O)=C12,1
66548.0,COC1=C2C=CC(=O)OC2=CC2=C1C=CC(C)(C)O2,1
15571694.0,CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@]12CO2,1
5315483.0,COC1=CC(/C=C/C(=O)OC2CC3CCC2(C)C3(C)C)=CC=C1O,1
3080568.0,COC(=O)C1=CC(O)=CC(OC)=C1OC1=CC(C)=CC(O)=C1C(=O)O,1
65188.0,CC1(C)C=CC2=C(C=C3OC(=O)C=CC3=C2)O1,0
72344.0,COC1=C(OC)C=C(C2=CC(=O)C3=C(O2)C(OC)=C(OC)C(OC)=C3OC)C=C1,1
12560199.0,CC1=C(O)C(C(=O)/C=C/C2=CC=CC=C2)=C2OC(C)(C)C=CC2=C1O,0
6283743.0,CC1(C)C=CC2=C(C=CC(C(=O)/C=C/C3=CC=CC=C3)=C2O)O1,0
53383523.0,CC1=CC2=C(C(Br)=C1)N(C)C(=O)[C@@]2(O)C1=CN(C)C2=CC=CC=C21,1
2362557.0,CN1C(=O)[C@@](O)(CC(=O)C2=CC=CC=C2)C2=CC(Br)=CC=C21,1
6540478.0,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,1
168884.0,C[N+]1(CC2COC(C3=CC=CC=C3)(C3CCCCC3)O2)CCCCC1,1
3003141.0,N#C/C(=C1/SC[C@@H](C2=C(Cl)C=C(Cl)C=C2)S1)N1C=CN=C1,1
5489012.0,COC1=CC=CC(C(=O)CCN[C@@H](C)[C@H](O)C2=CC=CC=C2)=C1,1
4514.0,CCN(CC)CC1=NC=CN1C1=CC=C([N+](=O)[O-])C=C1C(=O)C1=C(Cl)C=CC=C1,1
3002119.0,CC1=NC=C(CN(C=O)/C(C)=C(\CCO)SSCC2CCCO2)C(N)=N1,1
16052015.0,COC1=CC([C@@H]2C3=CC4=C(C=C3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)=CC(OC)=C1OP(=O)(O)O,1
2225.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1C1=CC=CC=C1[N+](=O)[O-],0
208898.0,CCCCC1=C(C(=O)C2=CC=C(OCCCN(CCCC)CCCC)C=C2)C2=C(C=CC(NS(C)(=O)=O)=C2)O1,0
443868.0,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(CC3=CC=CC=C3)C2)[C@H]1C1=CC([N+](=O)[O-])=CC=C1,1
154256.0,CC1=C(C2=CC=C(O)C=C2)N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=C1C=C(O)C=C2,1
60196338.0,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,0
62581.0,CCCCCCCC[N+](C)(C)CCCCCCCC,1
71470.0,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
136153015.0,COC1=CC=C(CCNC(=O)C2=C3NC(=C4CC4)C=C(C(F)F)N3N=C2)C=C1OC,0
136153020.0,O=C(NC1=CC=NC=C1)C1=C2NC(=C3CC3)C=C(C(F)F)N2N=C1,1
136153030.0,C=C1C=C(C(F)F)N2N=CC(C(=O)NCC3=CC=C(Cl)C=C3Cl)=C2N1,0
136153031.0,C=C1C=C(C(F)F)N2N=CC(C(=O)NCCC3=C(OC)C=CC=C3)=C2N1,1
6855.0,O=C(OC1=CC=CC2=CC=CN=C21)C1=CC=CC=C1,0
380099.0,COC1=C(OC)C=C(C2C3=CC4=C(C=C3OC3=C2C(=O)OC3)OCO4)C=C1,1
1201549.0,CN1[C@H]2CC[C@@H]1CC(OC(C1=CC=CC=C1)C1=CC=CC=C1)C2,1
6602565.0,C1=CC=C2C(=C1)N=C(N1CCCCC1)N=C2NCC1=CC=CO1,1
5770444.0,COC1=CC=C2NC3=C(N=NC(SCC4=NN=C(C5=CC=C(C)C=C5)O4)=N3)C2=C1,1
644407.0,CCOC1=C(C2CC(=O)NC3=CC4=C(C=C32)OCCO4)C=CC=C1,0
54690395.0,CCCCN1C(=O)C(C(=O)NC2=NC=CN=C2)=C(O)C2=CC=CC=C21,1
644466.0,N#CC1=C(N)N=C(C2=CC=C(F)C=C2)C=C1C1=CC=CO1,1
644507.0,O=C1OC2=CC(Br)=CC=C2N1CSC1=NCCS1,1
644523.0,COC1=CC(NC(=O)C2CCCCC2)=C(OC)C=C1NC(=O)CN1CCCCC1,1
644534.0,FC1=CC2=C(SCC3=NN=C(C4=CC=CC=C4)O3)N=C(C3=CC=CC=C3)N=C2C=C1,1
644605.0,CC(C)(C)N1N=NN=C1C(C1=CC=CS1)N(CC1=CC=CC=C1)CC1=CN=CC=C1,1
6602678.0,OC(COC1=CC=CC=C1)CN1C2=CC=CC=C2N2CCCN=C21,1
644638.0,COC1=CC2=C(C=C1)NC(=O)C(CN(CCCN(C)C)C(=O)NC1=CC=C(F)C=C1)=C2,1
644647.0,CCC1=CC=C2NC(=O)C(CN(CCN3CCCC3)C(=O)NC3CCCCC3)=CC2=C1,1
644673.0,CC1=NN=C(C)C2=C(C)N(C(C)C3=CC=CC=C3)C(C)=C12,1
644735.0,CC1=CC=C(CN2C(=N)C(C(=O)NCC3=CC=CO3)=CC3=C2N=C2C=CC=CN2C3=O)C=C1,1
644742.0,COC1=CC=C(C2=NC(SCC(=O)NCC3=CC=CO3)=C(C#N)C(C3=CC=CS3)=C2)C=C1,1
54689725.0,CCNC(=O)C1=C(O)C2=CC=CC3=C2N(CC3)C1=O,1
644852.0,CC(C)CC(C1=NN=NN1CC1CCCO1)N1CCN(C2=CC(Cl)=CC=C2)CC1,0
751502.0,COC(=O)/C=C1\SC2=NC=NN2C1=O,1
644892.0,CCN1C(CNC2=CC=CC=C2Cl)=NN=C1SCCN1CCCCC1,1
